SEQENCE ID                     TM SP PREDICTION
Q2FVD7                          0  0 o
Q2FVD8                          1  0 o6-25i
Q2FVD9                          1  0 o6-25i
Q2FVE0                          0  0 o
Q2FVE1                         12  0 o31-52i85-104o124-157i169-194o214-237i266-286o306-328i349-368o388-406i413-438o444-462i474-499o
Q2FVE3                          0  0 i
Q2FVE4                          0  0 o
Q2FVE5                          0  0 o
Q2FVE6                          0  0 o
Q2FVF2                         12  0 i12-30o42-62i74-92o98-120i132-153o159-178i213-237o243-264i276-296o302-326i338-356o368-386i
Q2FVF3                          7  0 i28-53o65-85i106-130o150-171i183-201o207-225i232-248o
Q2FVF4                          1  0 o6-31i
Q2FVF5                          0  Y n4-15c19/20o
Q2FVF6                          1  0 o37-57i
Q2FVF9                          0  0 o
Q2FVG0                          0  0 o
Q2FVG1                          6  Y n4-15c20/21o30-52i59-77o89-112i119-138o188-208i215-237o
Q2FVG2                          9  0 o20-40i52-74o80-100i112-131o137-159i194-217o223-247i259-288o344-363i
Q2FVG3                          0  0 o
Q2FVG4                         14  0 i12-32o44-64i85-115o135-155i167-188o208-228i240-259o297-325i346-366o372-392i412-430o436-453i465-483o495-513i
Q2FVG5                          0  0 o
Q2FVG6                          0  0 i
Q2FVG7                          0  0 o
Q2FVG9                          5  0 o20-41i48-75o81-101i130-155o175-198i
Q2FVH0                          0  Y n7-18c27/28o
Q2FVH1                          5  0 o28-50i57-81o93-116i136-164o184-207i
Q2FVH4                          1  0 i21-41o
Q2FVH5                          0  Y n4-15c20/21o
Q2FVH7                          0  0 o
Q2FVH8                         11  0 o48-78i106-128o140-160i172-193o199-218i252-277o297-324i345-367o373-395i407-426o432-449i
Q2FVH9                          1  0 o15-32i
Q2FVI1                         12  0 i12-30o42-60i80-102o122-143i155-177o197-220i241-259o271-295i328-350o356-382i403-420o426-442i
Q2FVI2                          0  0 o
Q2FVI3                          0  0 o
Q2FVI4                          0  0 o
Q2FVI6                          1  0 i70-91o
Q2FVI7                          0  0 o
Q2FVI8                          4  0 i12-32o44-63i75-97o103-124i
Q2FVI9                          1  0 o6-25i
Q2FVJ0                          0  0 o
Q2FVJ3                          0  0 o
Q2FVJ4                          0  0 o
Q2FVJ8                          0  0 o
Q2FVK0                          5  0 o6-28i40-66o72-91i98-117o123-146i
Q2FVK3                          0  Y n6-17c22/23o
Q2FVK4                          0  0 i
Q2FVK6                          0  0 o
Q2FVK7                          6  0 i12-32o44-61i82-100o112-135i156-175o181-199i
Q2FVK9                          0  0 i
Q2FVL0                          0  0 o
Q2FVL1                         13  0 o20-40i47-65o77-97i109-128o134-153i165-185o197-215i235-260o272-293i300-318o324-347i368-388o420-441i
Q2FVL2                          0  Y n4-15c19/20o
Q2FVL3                          5  0 o30-54i66-87o102-122i163-187o207-229i
Q2FVL4                          0  0 o
Q2FVL6                          0  Y n3-11c16/17o
Q2FVL7                          0  Y n5-16c20/21o
Q2FVL9                          0  0 o
Q2FVM0                          0  0 o
Q2FVM3                          0  0 o
Q2FVM5                          0  0 o
Q2FVM8                          0  0 o
Q2FVM9                          0  0 o
Q2FVN0                          0  0 o
Q2FVN2                          0  0 o
Q2FVN4                          1  0 i7-28o
Q2FVN5                         10  0 i12-29o49-69i81-103o159-177i204-225o231-256i268-286o298-317i329-348o360-381i
Q2FVN6                          1  0 i7-29o
Q2FVN7                          0  0 o
Q2FVN8                          0  0 o
Q2FVN9                          1  0 o46-67i
Q2FVP0                          0  0 o
Q2FVP1                         10  0 i48-68o88-110i122-141o166-185i197-219o239-261i282-305o311-330i342-364o384-405i
Q2FVP2                          2  0 i257-275o287-309i
Q2FVP3                          0  0 i
Q2FVP4                          6  0 i7-31o236-257i269-293o308-330i337-356o393-413i
Q2FVP5                          0  0 i
Q2FVP6                          4  0 i5-22o34-56i68-94o106-128i
Q2FVP7                          0  0 o
Q2FVP9                          0  0 o
Q2FVQ0                          0  0 o
Q2FVQ1                          0  0 o
Q2FVQ3                          0  0 o
Q2FVQ6                          3  Y n7-22c27/28o51-75i87-107o113-134i
Q2FVQ7                          0  0 o
Q2FVR2                          0  0 o
Q2FVR4                          6  0 o6-23i30-46o52-71i92-109o115-134i300-320o
Q2FVR5                          0  0 o
Q2FVR6                          0  0 o
Q2FVR7                          0  0 o
Q2FVS2                          4  0 i32-62o68-97i109-129o149-168i
Q2FVS3                          0  0 o
Q2FVS4                          7  0 i21-38o178-199i232-257o277-300i312-331o337-355i367-386o
Q2FVS5                          1  0 o18-35i
Q2FVS6                          4  0 o6-26i33-54o60-80i87-105o
Q2FVS8                          2  0 i9-26o32-53i
Q2FVS9                          0  0 o
Q2FVT4                          0  0 o
Q2FVT7                          0  0 o
Q2FVT8                          0  0 o
Q2FVT9                          5  Y n3-14c19/20o29-49i61-83o95-116i137-154o160-181i
Q2FVU0                          1  0 o63-80i
Q2FVU1                          7  Y n5-16c24/25o34-56i77-104o116-138i159-178o198-230i242-267o371-390i
Q2FVU2                          0  0 o
Q2FVU3                          0  0 o
Q2FVU4                         10  0 i12-31o51-73i85-107o127-151i172-195o201-220i304-320o326-342i349-367o379-404i
Q2FVU5                          0  0 o
Q2FVU6                          8  0 i12-31o37-55i67-90o96-118i125-148o160-180i192-210o216-242i
Q2FVU7                          0  0 o
Q2FVU8                          2  0 o6-27i39-58o
Q2FVU9                          2  0 o6-24i36-58o
Q2FVV0                          4  0 i12-28o34-58i65-84o90-109i
Q2FVV1                         12  0 i12-32o38-58i95-117o123-141i153-175o195-217i238-259o279-309i329-355o361-385i406-425o431-449i
Q2FVV2                          0  0 o
Q2FVV3                          1  0 o52-75i
Q2FVV4                          7  0 i20-45o51-72i92-110o140-161i173-192o198-215i227-244o
Q2FVV5                          0  0 i
Q2FVV6                          0  0 o
Q2FVV8                          1  0 i7-28o
Q2FVW0                          0  0 i
Q2FVW1                          2  0 o12-43i55-75o
Q2FVW2                          0  0 o
Q2FVW3                          0  Y n3-14c19/20o
Q2FVW6                          9  0 o20-47i59-77o83-101i113-131o169-187i194-214o220-237i244-262o268-289i
Q2FVW7                          0  0 o
Q2FVW8                          0  0 o
Q2FVX0                          0  0 o
Q2FVX1                          6  0 i7-25o31-48i55-72o78-100i112-139o151-172i
Q2FVX2                          0  0 o
Q2FVX6                          0  0 o
Q2FVY1                          0  0 o
Q2FVY6                          0  0 o
Q2FVY7                          0  0 o
Q2FVY8                          0  0 o
Q2FVZ0                         12  0 i21-41o53-71i83-100o106-132i144-165o171-190i221-242o254-273i285-303o309-328i340-362o374-392i
Q2FVZ1                          0  0 o
Q2FVZ2                          0  0 o
Q2FVZ3                          3  0 i5-24o30-50i57-82o
Q2FVZ5                         11  Y n14-25c30/31o369-391i398-418o424-445i476-498o504-531i565-583o890-909i916-936o942-967i988-1007o1019-1045i
Q2FVZ7                          0  0 o
Q2FVZ8                          9  0 i21-41o53-74i86-106o112-132i152-172o184-205i217-235o241-263i270-291o
Q2FVZ9                          0  0 o
Q2FW00                         10  0 o6-26i38-56o62-80i92-111o117-136i157-177o183-199i211-229o235-257i269-286o
Q2FW01                          0  0 o
Q2FW02                          0  0 o
Q2FW04                         12  0 o6-25i37-55o61-79i91-111o126-144i151-169o200-226i247-265o271-292i297-319o331-359i371-389o
Q2FW05                          4  0 i7-35o41-58i65-85o91-111i
Q2FW40                          1  0 o14-33i
Q2FW41                          0  0 o
Q2FW42                          0  0 o
Q2FW43                          0  0 o
Q2FW44                          0  0 o
Q2FW45                          0  0 o
Q2FW46                          0  0 o
Q2FW47                          2  0 i12-30o36-56i
Q2FW48                          1  0 o33-53i
Q2FW51                          0  Y n6-16c21/22o
Q2FW55                          0  0 o
Q2FW56                          0  0 o
Q2FW58                          1  0 o6-25i
Q2FW59                          0  0 o
Q2FW60                          1  0 o31-52i
Q2FW62                          0  0 o
Q2FW63                         11  Y n8-19c24/25o48-66i87-107o136-157i187-209o229-247i259-279o315-333i345-370o398-424i436-455o461-485i
Q2FW64                          2  0 i7-26o46-66i
Q2FW65                          1  0 o30-63i
Q2FW67                          0  0 i
Q2FW68                          0  0 o
Q2FW69                          0  0 o
Q2FW73                          0  0 o
Q2FW74                          1  0 o6-34i
Q2FW75                          0  Y n7-18c22/23o
Q2FW76                          9  0 i21-41o75-93i105-123o129-148i160-181o208-227i248-275o287-308i320-340o
Q2FW77                          8  0 i12-32o58-78i99-132o144-166i187-208o228-257i269-286o298-318i
Q2FW78                          8  Y n4-15c20/21o44-62i74-98o157-179i186-207o267-296i317-336o342-363i375-396o
Q2FW79                          0  0 o
Q2FW80                          4  0 o25-45i66-87o93-111i132-155o
Q2FW81                          0  0 o
Q2FW83                         13  Y n6-17c29/30o39-58i70-92o98-119i131-149o161-182i194-213o219-237i257-278o290-310i322-340o346-364i385-407o419-438i
Q2FW85                         14  0 i12-32o52-72i79-98o110-130i137-161o167-191i203-220o226-246i267-292o298-321i333-353o359-378i399-421o441-467i
Q2FW87                          0  0 i
Q2FW88                          0  0 i
Q2FW89                          0  0 i
Q2FW90                          0  0 o
Q2FW93                          0  Y n10-21c28/29o
Q2FW95                          0  Y n18-29c38/39o
Q2FW98                          0  0 o
Q2FWA1                          0  0 o
Q2FWA2                          0  0 o
Q2FWA3                          1  0 o6-32i
Q2FWA4                          0  0 i
Q2FWA5                          0  0 o
Q2FWA6                          0  0 i
Q2FWA7                          1  0 o12-29i
Q2FWA8                          6  0 i16-37o62-88i119-143o163-191i227-248o268-295i
Q2FWA9                          6  0 i21-42o54-73i93-112o127-147i159-184o190-207i
Q2FWB0                          0  0 o
Q2FWB1                          0  0 o
Q2FWB2                          0  0 i
Q2FWB4                          3  0 i5-23o29-47i54-74o
Q2FWB5                          0  0 o
Q2FWB6                          0  0 o
Q2FWB7                          0  0 o
Q2FWC0                          0  Y n3-12c16/17o
Q2FWC2                          3  Y n7-18c23/24o39-56i68-84o96-113i
Q2FWC4                          0  0 o
Q2FWC6                          0  0 o
Q2FWC8                          0  0 o
Q2FWC9                          0  0 o
Q2FWD2                          0  0 o
Q2FWD5                          0  0 o
Q2FWE4                          0  0 o
Q2FWF2                          0  0 i
Q2FWF3                          2  0 o6-26i38-63o
Q2FWF6                          0  0 o
Q2FWF9                          0  0 i
Q2FWG5                          0  0 i
Q2FWG6                          0  0 i
Q2FWG7                          0  0 o
Q2FWG9                          0  0 o
Q2FWH0                          0  0 o
Q2FWH1                          0  0 i
Q2FWH8                          1  0 i12-31o
Q2FWI2                          2  0 i16-39o45-66i
Q2FWI3                          6  0 i12-33o45-68i210-232o252-278i393-412o418-437i
Q2FWI4                          2  0 i20-42o48-72i
Q2FWI9                          1  0 o34-57i
Q2FWJ0                          0  0 o
Q2FWJ1                          0  0 o
Q2FWJ5                          0  0 o
Q2FWJ7                          0  0 o
Q2FWJ8                          0  0 o
Q2FWK5                          0  0 o
Q2FWK8                          0  0 o
Q2FWL0                          0  0 o
Q2FWL3                          3  0 o6-28i159-176o182-199i
Q2FWL4                          0  0 i
Q2FWL5                          0  0 o
Q2FWL7                          8  0 i9-30o42-63i75-99o119-137i168-187o217-236i256-276o288-308i
Q2FWL8                          0  0 o
Q2FWM0                          0  0 o
Q2FWM2                          0  0 o
Q2FWM3                          0  Y n3-11c16/17o
Q2FWM4                          0  0 o
Q2FWM6                          0  0 o
Q2FWM9                          0  0 o
Q2FWN0                          0  0 i
Q2FWN1                          1  Y n10-18c26/27o386-405i
Q2FWN2                          5  Y n4-13c17/18o41-60i81-107o119-140i161-179o185-203i
Q2FWN5                         11  0 i9-30o36-57i69-93o124-144i153-172o184-209i221-240o286-319i339-361o367-385i397-418o
Q2FWN6                          0  Y n4-15c20/21o
Q2FWN7                          0  0 o
Q2FWP2                          0  0 o
Q2FWP4                          0  0 o
Q2FWP5                          0  0 o
Q2FWP6                          0  0 i
Q2FWP7                          0  0 o
Q2FWP8                          0  0 o
Q2FWP9                          0  Y n4-15c19/20o
Q2FWQ0                          0  0 o
Q2FWQ1                          0  0 o
Q2FWQ2                          0  0 o
Q2FWQ3                          0  0 i
Q2FWQ4                          1  0 o186-205i
Q2FWQ5                          0  0 o
Q2FWQ7                          0  0 o
Q2FWQ8                          0  0 o
Q2FWQ9                          0  0 o
Q2FWR0                          0  0 o
Q2FWR1                          0  0 o
Q2FWR2                          0  0 o
Q2FWR3                          0  0 o
Q2FWR4                          0  0 o
Q2FWR5                          0  0 i
Q2FWR6                          0  0 i
Q2FWR7                          0  0 o
Q2FWR8                          0  0 o
Q2FWR9                          0  0 o
Q2FWS0                          0  0 o
Q2FWS1                          0  0 i
Q2FWS2                          0  0 o
Q2FWS3                          0  0 o
Q2FWS4                          0  0 i
Q2FWS5                          0  0 o
Q2FWS6                          0  0 i
Q2FWS7                          0  0 o
Q2FWS8                          0  Y n5-13c18/19o
Q2FWS9                          0  Y n8-19c27/28o
Q2FWT0                          0  0 i
Q2FWT1                          0  0 o
Q2FWT2                          0  0 o
Q2FWT3                          0  0 i
Q2FWT4                          0  0 o
Q2FWT5                          2  0 i21-44o50-70i
Q2FWT6                          0  0 o
Q2FWT7                          0  0 i
Q2FWT8                          0  0 o
Q2FWT9                          0  0 o
Q2FWU0                          0  0 o
Q2FWU1                          0  0 o
Q2FWU2                          0  0 i
Q2FWU4                          0  0 o
Q2FWU5                          0  0 o
Q2FWU6                          0  0 o
Q2FWU7                          0  0 o
Q2FWU8                          1  0 i75-96o
Q2FWU9                          1  0 o27-49i
Q2FWV0                          0  0 o
Q2FWV1                          0  Y n13-24c31/32o
Q2FWV2                          0  0 o
Q2FWV3                          0  Y n6-18c27/28o
Q2FWV4                          0  0 o
Q2FWV7                          3  0 i7-30o36-56i63-85o
Q2FWV8                          0  0 i
Q2FWV9                          1  0 i31-58o
Q2FWW1                          0  Y n6-17c30/31o
Q2FWW2                          0  0 o
Q2FWW3                          0  0 o
Q2FWW4                          1  0 o6-24i
Q2FWW5                          2  0 i7-24o30-48i
Q2FWW6                          0  0 o
Q2FWW7                          0  0 o
Q2FWW8                          6  0 i12-31o37-55i86-108o120-141i153-179o191-210i
Q2FWW9                          0  0 o
Q2FWX0                          6  0 i21-42o48-74i94-120o140-160i167-188o221-242i
Q2FWX1                          0  0 o
Q2FWX2                          1  0 i20-40o
Q2FWX3                          3  0 o53-73i80-104o116-136i
Q2FWX4                          1  0 o6-26i
Q2FWX5                          0  0 o
Q2FWX6                          1  0 o12-34i
Q2FWX7                          0  0 o
Q2FWX8                          0  0 o
Q2FWY0                          0  0 o
Q2FWY2                          0  0 o
Q2FWY3                          0  0 o
Q2FWY5                          0  Y n4-11c25/26o
Q2FWY6                          0  Y n4-15c19/20o
Q2FWZ1                          0  0 o
Q2FWZ3                          0  0 o
Q2FWZ4                          4  0 i16-34o46-67i106-126o132-153i
Q2FWZ6                          0  0 o
Q2FWZ7                          0  0 o
Q2FX01                          0  0 o
Q2FX02                          0  0 o
Q2FX03                          5  0 o20-46i58-78o84-102i109-126o132-150i
Q2FX04                          0  0 o
Q2FX06                          0  0 o
Q2FX07                          4  0 i7-27o33-51i56-72o78-94i
Q2FX10                          6  0 i97-117o152-171i192-214o234-257i269-291o303-325i
Q2FX11                          0  Y n5-15c22/23o
Q2FX13                          0  0 o
Q2FX14                          0  0 o
Q2FX16                          0  0 o
Q2FX17                          0  0 o
Q2FX18                          0  0 o
Q2FX19                          0  0 o
Q2FX20                          0  0 o
Q2FX21                          0  0 i
Q2FX22                          0  0 o
Q2FX23                          0  0 i
Q2FX24                          0  0 o
Q2FX25                          0  0 o
Q2FX26                          0  0 o
Q2FX27                          0  0 o
Q2FX28                          0  0 o
Q2FX29                          2  0 i7-26o32-50i
Q2FX30                          0  0 o
Q2FX31                          0  0 i
Q2FX32                          0  0 o
Q2FX33                          0  0 o
Q2FX34                          0  0 o
Q2FX35                          0  0 i
Q2FX36                          0  0 o
Q2FX37                          0  0 o
Q2FX38                          0  0 o
Q2FX39                          0  0 o
Q2FX40                          0  0 o
Q2FX41                          0  0 o
Q2FX42                          0  0 o
Q2FX44                          3  0 o6-22i34-51o57-75i
Q2FX45                          0  0 o
Q2FX46                          0  0 o
Q2FX47                          0  0 o
Q2FX48                          0  Y n4-15c22/23o
Q2FX49                          0  0 i
Q2FX50                          0  0 o
Q2FX51                          0  0 o
Q2FX52                          0  0 o
Q2FX53                          0  0 o
Q2FX54                          0  0 o
Q2FX55                          0  0 o
Q2FX56                          0  0 o
Q2FX57                          0  0 o
Q2FX58                          0  0 o
Q2FX59                          0  0 o
Q2FX60                          0  0 o
Q2FX61                          0  0 o
Q2FX62                          0  0 o
Q2FX63                          0  0 o
Q2FX64                          0  0 o
Q2FX65                         13  0 i272-293o299-322i565-591o603-624i636-660o666-685i692-717o751-771i778-797o803-828i840-864o884-903i910-933o
Q2FX66                          0  0 o
Q2FX67                          0  0 o
Q2FX68                          0  0 o
Q2FX69                          0  0 o
Q2FX70                          0  0 o
Q2FX71                          0  0 i
Q2FX72                          1  0 i75-97o
Q2FX73                          0  0 o
Q2FX74                          0  0 o
Q2FX75                          0  0 o
Q2FX76                          1  Y n13-26c34/35o44-62i
Q2FX78                          0  0 i
Q2FX79                          0  Y n7-18c26/27o
Q2FX80                          0  0 o
Q2FX81                          0  Y n3-12c16/17o
Q2FX82                          0  0 o
Q2FX83                          0  0 o
Q2FX85                          9  0 o20-38i50-72o78-98i110-127o133-158i178-205o217-246i258-278o312-330i
Q2FX87                          0  0 o
Q2FX90                          0  0 o
Q2FX91                          0  0 i
Q2FX92                          0  0 o
Q2FX93                          3  0 o6-33i67-85o105-125i
Q2FX97                          0  0 o
Q2FX98                          0  0 o
Q2FX99                          2  0 o6-30i351-373o
Q2FXA0                          0  0 o
Q2FXA1                          0  0 o
Q2FXA2                          0  0 o
Q2FXA6                          0  0 o
Q2FXA7                          0  0 o
Q2FXA8                          0  0 o
Q2FXA9                          0  0 o
Q2FXB3                          0  0 o
Q2FXB4                          0  0 o
Q2FXB5                          0  0 o
Q2FXB7                          0  0 o
Q2FXB8                          6  0 i15-38o58-76i103-123o135-155i162-185o226-244i
Q2FXB9                          6  0 i17-37o49-70i91-117o123-145i152-170o190-219i
Q2FXC0                          0  Y n10-21c26/27o
Q2FXC1                          0  0 o
Q2FXC6                          1  0 o12-31i
Q2FXC9                          0  0 o
Q2FXD1                          0  0 o
Q2FXD2                          0  0 o
Q2FXD3                          0  Y n3-11c16/17o
Q2FXD4                          0  0 i
Q2FXD5                          0  0 i
Q2FXD6                          0  0 o
Q2FXD7                          0  0 o
Q2FXD8                          2  0 i7-25o31-56i
Q2FXD9                          0  0 o
Q2FXE0                          0  0 o
Q2FXE1                          0  0 o
Q2FXE3                          0  0 o
Q2FXE4                          0  0 o
Q2FXE7                          3  0 i7-28o34-57i78-98o
Q2FXE8                          0  0 o
Q2FXE9                          7  0 i20-38o44-61i73-95o115-134i146-161o167-185i192-210o
Q2FXF0                          2  0 i67-89o109-128i
Q2FXF1                          0  0 o
Q2FXF3                          0  0 o
Q2FXF7                          0  0 o
Q2FXF8                          0  Y n3-13c17/18o
Q2FXG4                          0  0 o
Q2FXG5                          1  0 o82-100i
Q2FXG6                          0  0 o
Q2FXG7                          0  0 i
Q2FXH0                          0  0 o
Q2FXH1                         10  0 i7-27o39-61i73-91o97-119i131-153o159-181i202-224o244-267i279-307o362-381i
Q2FXH3                          0  0 o
Q2FXH4                          0  Y n18-29c37/38o
Q2FXH5                          0  0 o
Q2FXH6                         14  0 i12-36o48-71i91-112o132-152i173-191o197-221i250-267o303-323i344-367o387-408i415-435o441-461i481-501o507-527i
Q2FXH8                          1  0 o6-23i
Q2FXI1                          0  0 o
Q2FXI3                          0  0 o
Q2FXI4                          1  0 o6-28i
Q2FXI6                          0  0 o
Q2FXI7                          0  0 o
Q2FXI8                          0  0 o
Q2FXJ1                          0  0 o
Q2FXJ3                          0  Y n3-14c18/19o
Q2FXJ4                          1  0 i27-50o
Q2FXJ7                          0  0 o
Q2FXJ9                          0  0 o
Q2FXK0                          0  0 o
Q2FXK3                          0  0 o
Q2FXK4                          0  0 o
Q2FXK5                          1  0 o12-31i
Q2FXK7                          0  0 o
Q2FXK9                          1  0 o15-34i
Q2FXL0                          0  0 o
Q2FXL2                          7  0 i7-25o31-50i71-95o101-119i140-169o189-216i228-249o
Q2FXL4                          0  0 o
Q2FXL6                          0  0 o
Q2FXL8                          1  0 o6-29i
Q2FXM0                          0  0 o
Q2FXM1                          0  0 o
Q2FXM2                          0  0 o
Q2FXM3                          0  0 o
Q2FXN0                          0  0 o
Q2FXN1                          0  0 o
Q2FXN2                         12  0 i16-36o42-60i80-102o122-143i155-177o197-219i240-258o270-295i330-349o355-381i401-420o426-444i
Q2FXN5                          2  0 o12-34i46-68o
Q2FXN6                          0  0 o
Q2FXN8                         13  0 i12-30o70-87i99-116o128-147i154-169o175-191i198-216o251-274i286-305o317-343i350-369o375-392i404-426o
Q2FXP5                          0  0 o
Q2FXP6                          0  0 o
Q2FXP8                         12  0 i21-42o48-68i101-120o132-153i165-188o208-229i250-271o291-316i350-370o376-399i419-438o450-469i
Q2FXQ2                          0  0 i
Q2FXQ3                          0  0 o
Q2FXQ4                          0  0 o
Q2FXQ5                          0  0 o
Q2FXR0                          8  0 o6-26i38-60o72-90i97-113o133-157i178-201o221-237i249-270o
Q2FXR5                          0  0 o
Q2FXR6                         10  0 i7-23o29-46i53-72o84-105i138-165o185-205i212-233o239-259i266-291o330-348i
Q2FXR7                          0  0 o
Q2FXS0                          0  0 o
Q2FXS1                          6  0 i68-86o92-111i123-144o150-173i180-199o205-223i
Q2FXS3                          2  Y n3-11c16/17o32-52i59-84o
Q2FXS4                          1  0 i7-25o
Q2FXS5                          0  0 i
Q2FXS7                          5  0 o6-28i40-63o69-89i101-128o140-162i
Q2FXT2                          0  0 o
Q2FXT7                          1  0 o6-22i
Q2FXU6                          0  0 o
Q2FXU7                          0  0 o
Q2FXU9                          1  0 o12-39i
Q2FXV0                          0  0 i
Q2FXV1                          0  0 o
Q2FXV2                          0  0 i
Q2FXV3                          0  0 o
Q2FXV7                          0  0 o
Q2FXW0                          0  0 i
Q2FXW2                          0  0 o
Q2FXW4                          0  0 o
Q2FXW5                          0  0 o
Q2FXW8                          0  0 o
Q2FXW9                          0  0 o
Q2FXX0                          0  0 o
Q2FXX1                          0  0 o
Q2FXX4                          0  0 o
Q2FXX5                          0  0 o
Q2FXX6                          3  0 o13-34i46-64o70-88i
Q2FXX7                          1  0 i35-51o
Q2FXX9                          0  0 o
Q2FXY0                          0  0 o
Q2FXY2                          0  0 i
Q2FXY4                         10  0 i20-39o184-204i211-229o235-253i260-278o284-301i310-329o349-375i402-420o426-443i
Q2FXY8                          0  0 o
Q2FXZ8                          4  0 o20-40i47-67o73-104i116-137o
Q2FY00                          0  Y n3-10c15/16o
Q2FY01                          0  0 o
Q2FY05                          0  Y n2-12c20/21o
Q2FY09                          0  0 o
Q2FY13                          0  0 o
Q2FY14                          0  0 o
Q2FY17                          0  0 o
Q2FY24                          6  0 i159-178o209-229i241-259o265-286i293-310o316-335i
Q2FY25                          1  0 o6-25i
Q2FY26                          0  0 i
Q2FY28                          0  0 o
Q2FY29                          0  0 o
Q2FY30                          0  0 o
Q2FY31                          0  Y n3-13c21/22o
Q2FY36                          1  0 o6-25i
Q2FY38                          2  0 i5-26o32-52i
Q2FY39                          0  Y n4-14c19/20o
Q2FY40                          0  0 o
Q2FY44                          0  0 o
Q2FY55                          0  0 o
Q2FY56                          4  0 o20-46i58-78o84-113i125-147o
Q2FY57                          0  0 i
Q2FY58                          1  0 i34-56o
Q2FY61                          0  0 o
Q2FY62                          2  0 i18-37o43-68i
Q2FY63                          0  0 o
Q2FY65                          0  0 o
Q2FY69                          0  0 o
Q2FY70                          0  0 o
Q2FY71                          0  0 o
Q2FY72                          0  0 o
Q2FY75                          0  0 o
Q2FY81                          0  0 o
Q2FY82                          0  0 o
Q2FY83                          0  0 o
Q2FY84                          2  Y n4-11c15/16o39-58i79-104o
Q2FY86                          0  0 o
Q2FY87                          0  0 i
Q2FY88                          0  0 o
Q2FY89                          0  0 o
Q2FY90                          1  0 o6-25i
Q2FY91                          0  0 i
Q2FY92                          0  0 o
Q2FY93                          0  0 o
Q2FY94                          0  0 i
Q2FY95                          0  0 o
Q2FY96                          2  0 i7-26o32-50i
Q2FY97                          0  0 o
Q2FY98                          0  0 o
Q2FY99                          0  0 o
Q2FYA0                          0  0 i
Q2FYA2                          0  0 o
Q2FYA3                          0  0 i
Q2FYA4                          0  0 o
Q2FYA5                          0  0 o
Q2FYA6                          0  0 o
Q2FYA7                          0  0 i
Q2FYA8                          0  0 i
Q2FYA9                          0  0 i
Q2FYB0                          0  0 o
Q2FYB1                          0  0 i
Q2FYB3                          0  0 o
Q2FYB4                          0  0 o
Q2FYB5                          0  0 o
Q2FYB6                          0  Y n4-17c21/22o
Q2FYB7                          0  0 o
Q2FYB8                          0  0 i
Q2FYB9                          0  0 o
Q2FYC0                          0  0 i
Q2FYC1                          0  0 o
Q2FYC2                          0  0 o
Q2FYC3                          0  0 o
Q2FYC4                          0  0 o
Q2FYC5                          0  0 i
Q2FYC6                          0  0 o
Q2FYC7                          0  0 o
Q2FYC9                          0  0 o
Q2FYD0                          0  0 o
Q2FYD1                          0  0 o
Q2FYD2                          0  0 o
Q2FYD3                          0  0 o
Q2FYD4                          0  0 o
Q2FYD5                          0  0 o
Q2FYD6                          1  0 i75-97o
Q2FYD7                          0  Y n10-17c22/23o
Q2FYD9                          1  0 o20-42i
Q2FYE0                          1  0 o6-26i
Q2FYE1                          0  0 i
Q2FYE2                          0  Y n7-15c20/21o
Q2FYE3                          0  0 o
Q2FYE4                          0  0 o
Q2FYE5                          0  Y n7-15c20/21o
Q2FYE6                          0  0 o
Q2FYE8                          0  0 o
Q2FYE9                          0  0 o
Q2FYF2                          0  0 i
Q2FYF3                          0  0 o
Q2FYF6                          0  0 o
Q2FYF7                          1  0 i12-32o
Q2FYF8                          0  0 o
Q2FYG3                          2  0 o20-40i61-84o
Q2FYG4                          0  0 o
Q2FYG5                          0  0 o
Q2FYG6                          0  0 o
Q2FYG8                          2  0 i7-25o37-58i
Q2FYH2                          0  0 o
Q2FYH3                          0  0 o
Q2FYH4                          6  0 i16-36o48-69i78-100o106-127i134-155o167-186i
Q2FYH7                          0  0 o
Q2FYH9                          0  0 o
Q2FYI2                          0  0 o
Q2FYI3                          0  0 o
Q2FYI4                          0  0 o
Q2FYI6                          0  Y n4-12c17/18o
Q2FYI7                          1  0 o6-26i
Q2FYI8                          1  0 i26-45o
Q2FYI9                          5  0 o12-36i137-161o181-203i366-387o407-439i
Q2FYJ0                          0  0 o
Q2FYJ1                          0  Y n5-15c20/21o
Q2FYJ4                         12  0 i12-33o45-67i88-114o120-145i152-174o194-219i231-255o282-307i328-350o356-376i388-407o413-433i
Q2FYJ7                          0  0 o
Q2FYJ8                          1  0 o12-34i
Q2FYJ9                          0  0 o
Q2FYK1                          0  0 o
Q2FYK2                          0  0 o
Q2FYK4                          0  0 o
Q2FYK7                          0  0 o
Q2FYL1                          0  0 o
Q2FYL2                          0  0 o
Q2FYL4                          0  0 i
Q2FYL6                          6  0 i7-24o61-77i84-101o121-142i154-174o180-198i
Q2FYL7                          0  0 i
Q2FYL8                          0  0 i
Q2FYM3                          0  0 o
Q2FYM5                          0  0 o
Q2FYM6                          0  0 o
Q2FYM7                          0  0 o
Q2FYM8                          2  0 i7-29o35-53i
Q2FYN0                          0  0 o
Q2FYN1                          0  0 i
Q2FYN6                          0  0 o
Q2FYP2                          0  0 o
Q2FYP4                          0  0 o
Q2FYP5                          0  0 i
Q2FYP7                          0  0 o
Q2FYQ3                          3  0 o6-26i31-49o61-82i
Q2FYQ4                          1  0 i44-60o
Q2FYQ9                          0  0 o
Q2FYR0                          0  0 o
