# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q2G118	OTHER	0.000592	0.999408	
Q2G120	OTHER	0.001278	0.998722	
Q2G121	OTHER	0.001212	0.998788	
Q2G124	OTHER	0.011037	0.988963	
Q2G127	OTHER	0.010953	0.989047	
Q2G128	OTHER	0.004993	0.995007	
Q2G129	SP(Sec/SPI)	0.674945	0.325055	CS pos: 18-19. SQA-AE. Pr: 0.5849
Q2G130	OTHER	0.049123	0.950877	
Q2G131	SP(Sec/SPI)	0.993701	0.006299	CS pos: 19-20. ACG-ND. Pr: 0.4239
Q2G138	OTHER	0.000512	0.999488	
Q2G143	OTHER	0.000537	0.999463	
Q2G145	OTHER	0.016385	0.983615	
Q2G147	OTHER	0.000942	0.999058	
Q2G149	OTHER	0.000305	0.999695	
Q2G157	OTHER	0.010530	0.989470	
Q2G161	OTHER	0.005676	0.994324	
Q2G162	OTHER	0.004747	0.995253	
Q2G167	OTHER	0.000965	0.999035	
Q2G168	OTHER	0.042390	0.957610	
Q2G171	OTHER	0.010999	0.989001	
Q2G178	OTHER	0.001360	0.998640	
Q2G181	OTHER	0.000482	0.999518	
Q2G182	OTHER	0.000948	0.999052	
Q2G187	OTHER	0.428132	0.571868	
Q2G188	OTHER	0.015531	0.984469	
Q2G189	OTHER	0.000493	0.999507	
Q2G199	OTHER	0.110763	0.889237	
Q2G1B0	OTHER	0.001572	0.998428	
Q2G1C9	OTHER	0.024307	0.975693	
Q2G1D0	OTHER	0.001557	0.998443	
Q2G1E8	OTHER	0.001963	0.998037	
Q2G1E9	SP(Sec/SPI)	0.985984	0.014016	CS pos: 21-22. TAC-GP. Pr: 0.3084
Q2G1F1	OTHER	0.087978	0.912022	
Q2G1F7	OTHER	0.000978	0.999022	
Q2G1G2	OTHER	0.000327	0.999673	
Q2G1H0	OTHER	0.006173	0.993827	
Q2G1H2	OTHER	0.009780	0.990220	
Q2G1H9	OTHER	0.001157	0.998843	
Q2G1I4	OTHER	0.005851	0.994149	
Q2G1J0	OTHER	0.000754	0.999246	
Q2G1J3	OTHER	0.003508	0.996492	
Q2G1K4	OTHER	0.001485	0.998515	
Q2G1K7	OTHER	0.000397	0.999603	
Q2G1K9	OTHER	0.000311	0.999689	
Q2G1L5	OTHER	0.002372	0.997628	
Q2G1M1	OTHER	0.001722	0.998278	
Q2G1N9	OTHER	0.000937	0.999063	
Q2G1P5	OTHER	0.029592	0.970408	
Q2G1P9	SP(Sec/SPI)	0.925400	0.074600	CS pos: 23-24. TAG-CG. Pr: 0.3177
Q2G1Q0	SP(Sec/SPI)	0.858095	0.141905	CS pos: 24-25. TAG-CG. Pr: 0.2208
Q2G1Q1	SP(Sec/SPI)	0.934746	0.065254	CS pos: 23-24. TAG-CG. Pr: 0.3078
Q2G1R3	OTHER	0.000985	0.999015	
Q2G1S1	OTHER	0.006947	0.993053	
Q2G1S6	SP(Sec/SPI)	0.907305	0.092695	CS pos: 30-31. VNA-SE. Pr: 0.3596
Q2G1S8	SP(Sec/SPI)	0.718437	0.281563	CS pos: 27-28. TQA-AN. Pr: 0.4341
Q2G1U0	OTHER	0.002482	0.997518	
Q2G1U1	OTHER	0.000621	0.999379	
Q2G1U3	OTHER	0.000245	0.999755	
Q2G1U5	OTHER	0.000648	0.999352	
Q2G1U8	SP(Sec/SPI)	0.997288	0.002712	CS pos: 21-22. AAC-GN. Pr: 0.4122
Q2G1X5	OTHER	0.001302	0.998698	
Q2G1Z1	OTHER	0.438924	0.561076	
Q2G1Z2	OTHER	0.033199	0.966801	
Q2G1Z5	OTHER	0.000436	0.999564	
Q2G1Z6	OTHER	0.010382	0.989618	
Q2G1Z7	OTHER	0.000454	0.999546	
Q2G202	OTHER	0.000705	0.999295	
Q2G204	OTHER	0.000426	0.999574	
Q2G210	OTHER	0.018137	0.981863	
Q2G212	OTHER	0.014389	0.985611	
Q2G213	OTHER	0.017602	0.982398	
Q2G214	OTHER	0.000745	0.999255	
Q2G219	OTHER	0.236980	0.763020	
Q2G222	SP(Sec/SPI)	0.957529	0.042471	CS pos: 27-28. AYA-DT. Pr: 0.7787
Q2G223	OTHER	0.004401	0.995599	
Q2G226	OTHER	0.146839	0.853161	
Q2G233	OTHER	0.002459	0.997541	
Q2G234	OTHER	0.001040	0.998960	
Q2G235	OTHER	0.000523	0.999477	
Q2G239	OTHER	0.001236	0.998764	
Q2G243	OTHER	0.000738	0.999262	
Q2G253	SP(Sec/SPI)	0.978745	0.021255	CS pos: 27-28. SNA-AE. Pr: 0.8618
Q2G256	OTHER	0.000773	0.999227	
Q2G272	OTHER	0.000273	0.999727	
Q2G273	OTHER	0.000844	0.999156	
Q2G275	OTHER	0.000398	0.999602	
Q2G280	OTHER	0.001474	0.998526	
Q2G286	OTHER	0.000483	0.999517	
Q2G292	OTHER	0.000507	0.999493	
Q2G294	OTHER	0.001459	0.998541	
Q2G296	OTHER	0.001161	0.998839	
Q2G298	OTHER	0.001056	0.998944	
Q2G2A1	OTHER	0.006231	0.993769	
Q2G2A4	OTHER	0.000644	0.999356	
Q2G2A5	OTHER	0.000761	0.999239	
Q2G2C1	OTHER	0.001041	0.998959	
Q2G2D2	OTHER	0.000287	0.999713	
Q2G2D3	OTHER	0.000304	0.999696	
Q2G2D4	OTHER	0.000298	0.999702	
Q2G2D8	SP(Sec/SPI)	0.998199	0.001801	CS pos: 22-23. TGG-KQ. Pr: 0.5117
Q2G2D9	OTHER	0.001326	0.998674	
Q2G2E0	OTHER	0.041278	0.958722	
Q2G2E1	OTHER	0.001999	0.998001	
Q2G2E4	OTHER	0.001789	0.998211	
Q2G2E5	OTHER	0.017457	0.982543	
Q2G2F4	OTHER	0.000847	0.999153	
Q2G2F5	OTHER	0.001303	0.998697	
Q2G2F8	OTHER	0.001618	0.998382	
Q2G2G3	OTHER	0.001727	0.998273	
Q2G2G9	OTHER	0.000354	0.999646	
Q2G2H4	OTHER	0.000773	0.999227	
Q2G2H6	OTHER	0.004830	0.995170	
Q2G2H7	OTHER	0.004275	0.995725	
Q2G2H8	OTHER	0.012969	0.987031	
Q2G2H9	OTHER	0.019514	0.980486	
Q2G2I3	OTHER	0.191295	0.808705	
Q2G2J0	OTHER	0.029623	0.970377	
Q2G2J2	SP(Sec/SPI)	0.987320	0.012680	CS pos: 27-28. AHA-SE. Pr: 0.5038
Q2G2J5	OTHER	0.001311	0.998689	
Q2G2K6	OTHER	0.001008	0.998992	
Q2G2K7	OTHER	0.001111	0.998889	
Q2G2K8	OTHER	0.000873	0.999127	
Q2G2L0	OTHER	0.000876	0.999124	
Q2G2M3	OTHER	0.000571	0.999429	
Q2G2M7	OTHER	0.001224	0.998776	
Q2G2N4	OTHER	0.000359	0.999641	
Q2G2Q1	OTHER	0.000618	0.999382	
Q2G2Q4	OTHER	0.000369	0.999631	
Q2G2R0	OTHER	0.003578	0.996422	
Q2G2R4	OTHER	0.000917	0.999083	
Q2G2R5	OTHER	0.002418	0.997582	
Q2G2S1	OTHER	0.000779	0.999221	
Q2G2T3	OTHER	0.000923	0.999077	
Q2G2T6	OTHER	0.001281	0.998719	
Q2G2T8	OTHER	0.000536	0.999464	
Q2G2U0	OTHER	0.000906	0.999094	
Q2G2U8	OTHER	0.222139	0.777861	
Q2G2V4	OTHER	0.225253	0.774747	
Q2G2W0	OTHER	0.000946	0.999054	
Q2G2W1	OTHER	0.006859	0.993141	
Q2G2X1	OTHER	0.083641	0.916359	
Q2G2X5	OTHER	0.000298	0.999702	
Q2G2X7	SP(Sec/SPI)	0.904021	0.095979	CS pos: 22-23. TLT-TE. Pr: 0.4391
Q59801	SP(Sec/SPI)	0.683122	0.316878	CS pos: 26-27. LNG-GE. Pr: 0.4162
Q7X2S2	OTHER	0.027178	0.972822	
Q93T05	OTHER	0.000701	0.999299	
Q9F1K0	OTHER	0.002612	0.997388	
Q9RFJ6	OTHER	0.168141	0.831859	
Q9RQP6	OTHER	0.008495	0.991505	
Q9RQP8	OTHER	0.000271	0.999729	
Q9RQQ0	OTHER	0.001061	0.998939	
Q9ZAH6	OTHER	0.001178	0.998822	
P0A0G6	OTHER	0.000229	0.999771	
P0A0Q4	OTHER	0.000899	0.999101	
P0C7Y1	OTHER	0.027602	0.972398	
P0C7Z3	OTHER	0.025302	0.974698	
P0C805	OTHER	0.016640	0.983360	
P0C818	OTHER	0.040047	0.959953	
Q2FUP5	OTHER	0.001072	0.998928	
Q2FUP6	OTHER	0.000569	0.999431	
Q2FUP7	OTHER	0.000709	0.999291	
Q2FUP8	OTHER	0.000423	0.999577	
Q2FUP9	OTHER	0.000458	0.999542	
Q2FUQ6	OTHER	0.135270	0.864730	
Q2FUQ7	OTHER	0.056733	0.943267	
Q2FUQ8	OTHER	0.000893	0.999107	
Q2FUQ9	OTHER	0.000552	0.999448	
Q2FUR0	OTHER	0.000945	0.999055	
Q2FUR1	OTHER	0.019443	0.980557	
Q2FUR2	OTHER	0.000848	0.999152	
Q2FUR3	OTHER	0.000882	0.999118	
Q2FUR4	OTHER	0.000424	0.999576	
Q2FUR5	OTHER	0.000572	0.999428	
Q2FUR7	OTHER	0.003275	0.996725	
Q2FUR8	OTHER	0.001157	0.998843	
Q2FUS0	OTHER	0.000771	0.999229	
Q2FUS1	OTHER	0.002086	0.997914	
Q2FUS2	OTHER	0.052792	0.947208	
Q2FUS3	OTHER	0.000925	0.999075	
Q2FUS4	OTHER	0.012649	0.987351	
Q2FUS5	OTHER	0.000690	0.999310	
Q2FUS9	OTHER	0.000688	0.999312	
Q2FUT0	OTHER	0.003645	0.996355	
Q2FUT1	OTHER	0.005870	0.994130	
Q2FUT2	OTHER	0.001469	0.998531	
Q2FUT3	OTHER	0.014181	0.985819	
Q2FUT4	OTHER	0.001489	0.998511	
Q2FUT5	SP(Sec/SPI)	0.983232	0.016768	CS pos: 22-23. SCS-KQ. Pr: 0.4035
Q2FUT9	OTHER	0.002139	0.997861	
Q2FUU4	OTHER	0.002163	0.997837	
Q2FUV1	OTHER	0.020211	0.979789	
Q2FUV3	OTHER	0.000440	0.999560	
Q2FUV4	OTHER	0.000408	0.999592	
Q2FUV6	OTHER	0.004219	0.995781	
Q2FUV7	OTHER	0.001550	0.998450	
Q2FUV8	OTHER	0.000429	0.999571	
Q2FUV9	OTHER	0.000305	0.999695	
Q2FUW0	OTHER	0.002511	0.997489	
Q2FUX1	OTHER	0.000545	0.999455	
Q2FUX2	SP(Sec/SPI)	0.759269	0.240731	CS pos: 23-24. IYA-AI. Pr: 0.3914
Q2FUX6	OTHER	0.003484	0.996516	
Q2FUY4	OTHER	0.001755	0.998245	
Q2FUY5	OTHER	0.014829	0.985171	
Q2FUY7	OTHER	0.002260	0.997740	
Q2FUY8	OTHER	0.440849	0.559151	
Q2FUY9	OTHER	0.001073	0.998927	
Q2FUZ2	OTHER	0.000696	0.999304	
Q2FUZ3	OTHER	0.001933	0.998067	
Q2FUZ4	OTHER	0.005203	0.994797	
Q2FUZ5	OTHER	0.003561	0.996439	
Q2FUZ6	OTHER	0.000535	0.999465	
Q2FUZ7	OTHER	0.202761	0.797239	
Q2FV00	OTHER	0.002280	0.997720	
Q2FV01	OTHER	0.014818	0.985182	
Q2FV02	OTHER	0.000406	0.999594	
Q2FV04	OTHER	0.019450	0.980550	
Q2FV05	OTHER	0.001558	0.998442	
Q2FV06	OTHER	0.391182	0.608818	
Q2FV07	OTHER	0.000454	0.999546	
Q2FV08	OTHER	0.000268	0.999732	
Q2FV09	OTHER	0.021103	0.978897	
Q2FV12	OTHER	0.000322	0.999678	
Q2FV13	OTHER	0.000428	0.999572	
Q2FV15	OTHER	0.000341	0.999659	
Q2FV18	OTHER	0.012211	0.987789	
Q2FV24	OTHER	0.001758	0.998242	
Q2FV25	OTHER	0.004650	0.995350	
Q2FV26	OTHER	0.000390	0.999610	
Q2FV27	OTHER	0.001248	0.998752	
Q2FV29	OTHER	0.000825	0.999175	
Q2FV32	OTHER	0.000780	0.999220	
Q2FV33	OTHER	0.000213	0.999787	
Q2FV34	OTHER	0.000651	0.999349	
Q2FV35	OTHER	0.099414	0.900586	
Q2FV36	OTHER	0.000430	0.999570	
Q2FV37	OTHER	0.000295	0.999705	
Q2FV38	OTHER	0.031625	0.968375	
Q2FV40	OTHER	0.000556	0.999444	
Q2FV41	OTHER	0.002129	0.997871	
Q2FV43	OTHER	0.000546	0.999454	
Q2FV44	OTHER	0.002278	0.997722	
Q2FV45	OTHER	0.001047	0.998953	
Q2FV46	OTHER	0.000602	0.999398	
Q2FV47	OTHER	0.016804	0.983196	
Q2FV48	OTHER	0.000495	0.999505	
Q2FV49	OTHER	0.032567	0.967433	
Q2FV50	OTHER	0.002437	0.997563	
Q2FV51	OTHER	0.003695	0.996305	
Q2FV53	OTHER	0.000473	0.999527	
Q2FV65	SP(Sec/SPI)	0.733483	0.266517	CS pos: 20-21. VKT-IQ. Pr: 0.5126
Q2FV66	OTHER	0.000442	0.999558	
Q2FV68	OTHER	0.194019	0.805981	
Q2FV69	OTHER	0.001545	0.998455	
Q2FV70	SP(Sec/SPI)	0.593746	0.406254	CS pos: 30-31. ATN-AP. Pr: 0.2605
Q2FV71	OTHER	0.001580	0.998420	
Q2FV73	SP(Sec/SPI)	0.632735	0.367265	CS pos: 17-18. GYA-LY. Pr: 0.4327
Q2FV76	OTHER	0.000509	0.999491	
Q2FV78	OTHER	0.000257	0.999743	
Q2FV79	OTHER	0.087635	0.912365	
Q2FV80	OTHER	0.005903	0.994097	
Q2FV81	SP(Sec/SPI)	0.948565	0.051435	CS pos: 20-21. FSA-DF. Pr: 0.2539
Q2FV82	OTHER	0.001707	0.998293	
Q2FV83	OTHER	0.000463	0.999537	
Q2FV86	OTHER	0.001218	0.998782	
Q2FV88	OTHER	0.000551	0.999449	
Q2FV89	OTHER	0.001657	0.998343	
Q2FV90	SP(Sec/SPI)	0.700299	0.299701	CS pos: 18-19. AYA-HI. Pr: 0.5986
Q2FV91	OTHER	0.063910	0.936090	
Q2FV92	OTHER	0.004882	0.995118	
Q2FV93	OTHER	0.010263	0.989737	
Q2FV96	OTHER	0.006950	0.993050	
Q2FV97	OTHER	0.210070	0.789930	
Q2FV98	OTHER	0.002216	0.997784	
Q2FVA0	OTHER	0.000735	0.999265	
Q2FVA1	OTHER	0.000599	0.999401	
Q2FVA2	OTHER	0.000848	0.999152	
Q2FVA5	OTHER	0.000604	0.999396	
Q2FVA6	OTHER	0.000587	0.999413	
Q2FVA7	OTHER	0.001500	0.998500	
Q2FVA8	OTHER	0.001081	0.998919	
Q2FVA9	OTHER	0.001134	0.998866	
Q2FVB0	OTHER	0.001403	0.998597	
Q2FVB1	SP(Sec/SPI)	0.810239	0.189761	CS pos: 18-19. GYA-NT. Pr: 0.6948
Q2FVB3	OTHER	0.048358	0.951642	
Q2FVB4	OTHER	0.000459	0.999541	
Q2FVB5	OTHER	0.000629	0.999371	
Q2FVB6	OTHER	0.040718	0.959282	
Q2FVB7	OTHER	0.009597	0.990403	
Q2FVB9	OTHER	0.209095	0.790905	
Q2FVC0	OTHER	0.009426	0.990574	
Q2FVC3	OTHER	0.000432	0.999568	
Q2FVC5	SP(Sec/SPI)	0.621370	0.378630	CS pos: 23-24. GGC-VI. Pr: 0.2042
Q2FVC6	OTHER	0.000592	0.999408	
Q2FVC7	OTHER	0.001345	0.998655	
Q2FVC8	OTHER	0.000677	0.999323	
Q2FVC9	OTHER	0.000529	0.999471	
Q2FVD0	OTHER	0.122076	0.877924	
Q2FVD1	OTHER	0.013501	0.986499	
Q2FVD2	OTHER	0.002942	0.997058	
Q2FVD3	OTHER	0.026937	0.973063	
Q2FVD4	OTHER	0.000764	0.999236	
Q2FVD6	OTHER	0.234012	0.765988	
Q2FVD7	OTHER	0.047595	0.952405	
Q2FVD8	OTHER	0.347715	0.652285	
Q2FVD9	SP(Sec/SPI)	0.585017	0.414983	CS pos: 21-22. VST-VM. Pr: 0.4154
Q2FVE0	OTHER	0.000375	0.999625	
Q2FVE1	OTHER	0.000428	0.999572	
Q2FVE3	OTHER	0.000802	0.999198	
Q2FVE4	OTHER	0.000577	0.999423	
Q2FVE5	OTHER	0.000376	0.999624	
Q2FVE6	OTHER	0.001315	0.998685	
Q2FVF2	SP(Sec/SPI)	0.506832	0.493168	CS pos: 24-25. ANA-IL. Pr: 0.4716
Q2FVF3	OTHER	0.000271	0.999729	
Q2FVF4	OTHER	0.001285	0.998715	
Q2FVF5	SP(Sec/SPI)	0.996640	0.003360	CS pos: 22-23. ACG-KE. Pr: 0.4726
Q2FVF6	OTHER	0.000765	0.999235	
Q2FVF9	OTHER	0.000774	0.999226	
Q2FVG0	OTHER	0.001397	0.998603	
Q2FVG1	OTHER	0.010055	0.989945	
Q2FVG2	OTHER	0.000863	0.999137	
Q2FVG3	OTHER	0.002995	0.997005	
Q2FVG4	OTHER	0.002584	0.997416	
Q2FVG5	OTHER	0.000494	0.999506	
Q2FVG6	OTHER	0.004787	0.995213	
Q2FVG7	OTHER	0.001623	0.998377	
Q2FVG9	OTHER	0.000900	0.999100	
Q2FVH0	SP(Sec/SPI)	0.972098	0.027902	CS pos: 21-22. SGC-SL. Pr: 0.2127
Q2FVH1	OTHER	0.000283	0.999717	
Q2FVH4	OTHER	0.001829	0.998171	
Q2FVH5	OTHER	0.008503	0.991497	
Q2FVH7	OTHER	0.016185	0.983815	
Q2FVH8	OTHER	0.001887	0.998113	
Q2FVH9	OTHER	0.031143	0.968857	
Q2FVI1	OTHER	0.001867	0.998133	
Q2FVI2	OTHER	0.000568	0.999432	
Q2FVI3	OTHER	0.001599	0.998401	
Q2FVI4	OTHER	0.006588	0.993412	
Q2FVI6	OTHER	0.000695	0.999305	
Q2FVI7	OTHER	0.001318	0.998682	
Q2FVI8	OTHER	0.000497	0.999503	
Q2FVI9	OTHER	0.040692	0.959308	
Q2FVJ0	OTHER	0.008682	0.991318	
Q2FVJ3	OTHER	0.010124	0.989876	
Q2FVJ4	OTHER	0.006010	0.993990	
Q2FVJ8	OTHER	0.000891	0.999109	
Q2FVK0	OTHER	0.006786	0.993214	
Q2FVK3	SP(Sec/SPI)	0.804704	0.195296	CS pos: 22-23. ANP-FI. Pr: 0.3152
Q2FVK4	OTHER	0.000638	0.999362	
Q2FVK6	OTHER	0.003011	0.996989	
Q2FVK7	OTHER	0.021663	0.978337	
Q2FVK9	OTHER	0.005530	0.994470	
Q2FVL0	OTHER	0.002232	0.997768	
Q2FVL1	OTHER	0.000454	0.999546	
Q2FVL2	SP(Sec/SPI)	0.997082	0.002918	CS pos: 19-20. ACG-NN. Pr: 0.3348
Q2FVL3	OTHER	0.000199	0.999801	
Q2FVL4	OTHER	0.000466	0.999534	
Q2FVL6	SP(Sec/SPI)	0.837850	0.162150	CS pos: 16-17. CGN-DK. Pr: 0.3116
Q2FVL7	SP(Sec/SPI)	0.996198	0.003802	CS pos: 20-21. ACG-KK. Pr: 0.4737
Q2FVL9	OTHER	0.000490	0.999510	
Q2FVM0	OTHER	0.000556	0.999444	
Q2FVM3	OTHER	0.000328	0.999672	
Q2FVM5	OTHER	0.001414	0.998586	
Q2FVM8	OTHER	0.000332	0.999668	
Q2FVM9	OTHER	0.001326	0.998674	
Q2FVN0	OTHER	0.000404	0.999596	
Q2FVN2	OTHER	0.000908	0.999092	
Q2FVN4	OTHER	0.046369	0.953631	
Q2FVN5	OTHER	0.009103	0.990897	
Q2FVN6	OTHER	0.012058	0.987942	
Q2FVN7	OTHER	0.001935	0.998065	
Q2FVN8	OTHER	0.006368	0.993632	
Q2FVN9	OTHER	0.014942	0.985058	
Q2FVP0	OTHER	0.001600	0.998400	
Q2FVP1	OTHER	0.001007	0.998993	
Q2FVP2	OTHER	0.000557	0.999443	
Q2FVP3	OTHER	0.000446	0.999554	
Q2FVP4	OTHER	0.092336	0.907664	
Q2FVP5	OTHER	0.012690	0.987310	
Q2FVP6	OTHER	0.039765	0.960235	
Q2FVP7	OTHER	0.001135	0.998865	
Q2FVP9	OTHER	0.001924	0.998076	
Q2FVQ0	OTHER	0.003184	0.996816	
Q2FVQ1	OTHER	0.000895	0.999105	
Q2FVQ3	OTHER	0.001513	0.998487	
Q2FVQ6	OTHER	0.051381	0.948619	
Q2FVQ7	OTHER	0.001164	0.998836	
Q2FVR2	OTHER	0.001340	0.998660	
Q2FVR4	OTHER	0.028715	0.971285	
Q2FVR5	OTHER	0.000802	0.999198	
Q2FVR6	OTHER	0.001391	0.998609	
Q2FVR7	OTHER	0.003270	0.996730	
Q2FVS2	OTHER	0.000330	0.999670	
Q2FVS3	OTHER	0.001100	0.998900	
Q2FVS4	OTHER	0.100878	0.899122	
Q2FVS5	OTHER	0.001195	0.998805	
Q2FVS6	OTHER	0.053061	0.946939	
Q2FVS8	OTHER	0.072677	0.927323	
Q2FVS9	OTHER	0.004103	0.995897	
Q2FVT4	OTHER	0.009173	0.990827	
Q2FVT7	OTHER	0.000464	0.999536	
Q2FVT8	OTHER	0.001207	0.998793	
Q2FVT9	OTHER	0.103175	0.896825	
Q2FVU0	OTHER	0.004356	0.995644	
Q2FVU1	OTHER	0.194000	0.806000	
Q2FVU2	OTHER	0.000193	0.999807	
Q2FVU3	OTHER	0.000970	0.999030	
Q2FVU4	OTHER	0.044703	0.955297	
Q2FVU5	OTHER	0.000967	0.999033	
Q2FVU6	OTHER	0.015719	0.984281	
Q2FVU7	OTHER	0.000397	0.999603	
Q2FVU8	OTHER	0.149041	0.850959	
Q2FVU9	OTHER	0.075086	0.924914	
Q2FVV0	OTHER	0.001718	0.998282	
Q2FVV1	OTHER	0.000927	0.999073	
Q2FVV2	OTHER	0.000212	0.999788	
Q2FVV3	OTHER	0.001091	0.998909	
Q2FVV4	OTHER	0.001111	0.998889	
Q2FVV5	OTHER	0.001191	0.998809	
Q2FVV6	OTHER	0.000945	0.999055	
Q2FVV8	OTHER	0.029581	0.970419	
Q2FVW0	OTHER	0.000220	0.999780	
Q2FVW1	OTHER	0.006792	0.993208	
Q2FVW2	OTHER	0.000651	0.999349	
Q2FVW3	OTHER	0.321373	0.678627	
Q2FVW6	OTHER	0.014655	0.985345	
Q2FVW7	OTHER	0.000675	0.999325	
Q2FVW8	OTHER	0.002631	0.997369	
Q2FVX0	OTHER	0.008258	0.991742	
Q2FVX1	OTHER	0.014614	0.985386	
Q2FVX2	OTHER	0.000856	0.999144	
Q2FVX6	OTHER	0.000560	0.999440	
Q2FVY1	OTHER	0.001810	0.998190	
Q2FVY6	OTHER	0.028027	0.971973	
Q2FVY7	OTHER	0.004008	0.995992	
Q2FVY8	OTHER	0.057557	0.942443	
Q2FVZ0	OTHER	0.001312	0.998688	
Q2FVZ1	OTHER	0.000833	0.999167	
Q2FVZ2	OTHER	0.000753	0.999247	
Q2FVZ3	OTHER	0.022478	0.977522	
Q2FVZ5	OTHER	0.376010	0.623990	
Q2FVZ7	OTHER	0.000452	0.999548	
Q2FVZ8	OTHER	0.044873	0.955127	
Q2FVZ9	OTHER	0.005615	0.994385	
Q2FW00	OTHER	0.039448	0.960552	
Q2FW01	OTHER	0.000425	0.999575	
Q2FW02	OTHER	0.007452	0.992548	
Q2FW04	OTHER	0.008797	0.991203	
Q2FW05	OTHER	0.008345	0.991655	
Q2FW40	OTHER	0.001396	0.998604	
Q2FW41	OTHER	0.001903	0.998097	
Q2FW42	OTHER	0.001260	0.998740	
Q2FW43	OTHER	0.000552	0.999448	
Q2FW44	OTHER	0.005339	0.994661	
Q2FW45	OTHER	0.000613	0.999387	
Q2FW46	OTHER	0.000454	0.999546	
Q2FW47	OTHER	0.001625	0.998375	
Q2FW48	OTHER	0.000744	0.999256	
Q2FW51	SP(Sec/SPI)	0.997522	0.002478	CS pos: 21-22. VGA-AL. Pr: 0.4809
Q2FW55	OTHER	0.311089	0.688911	
Q2FW56	OTHER	0.002510	0.997490	
Q2FW58	OTHER	0.042977	0.957023	
Q2FW59	OTHER	0.000495	0.999505	
Q2FW60	OTHER	0.002113	0.997887	
Q2FW62	OTHER	0.001058	0.998942	
Q2FW63	OTHER	0.010722	0.989278	
Q2FW64	OTHER	0.002190	0.997810	
Q2FW65	OTHER	0.002230	0.997770	
Q2FW67	OTHER	0.000343	0.999657	
Q2FW68	OTHER	0.001502	0.998498	
Q2FW69	OTHER	0.006465	0.993535	
Q2FW73	OTHER	0.000139	0.999861	
Q2FW74	OTHER	0.140401	0.859599	
Q2FW75	SP(Sec/SPI)	0.975537	0.024463	CS pos: 23-24. ACG-NT. Pr: 0.3345
Q2FW76	OTHER	0.008114	0.991886	
Q2FW77	OTHER	0.047765	0.952235	
Q2FW78	OTHER	0.027432	0.972568	
Q2FW79	OTHER	0.000471	0.999529	
Q2FW80	OTHER	0.019621	0.980379	
Q2FW81	OTHER	0.000222	0.999778	
Q2FW83	SP(Sec/SPI)	0.567034	0.432966	CS pos: 23-24. IES-SI. Pr: 0.3693
Q2FW85	OTHER	0.040075	0.959925	
Q2FW87	OTHER	0.000674	0.999326	
Q2FW88	OTHER	0.002838	0.997162	
Q2FW89	OTHER	0.004550	0.995450	
Q2FW90	OTHER	0.000631	0.999369	
Q2FW93	SP(Sec/SPI)	0.868030	0.131970	CS pos: 28-29. VFG-NI. Pr: 0.8215
Q2FW95	OTHER	0.167947	0.832053	
Q2FW98	OTHER	0.001126	0.998874	
Q2FWA1	OTHER	0.001615	0.998385	
Q2FWA2	OTHER	0.000627	0.999373	
Q2FWA3	OTHER	0.023576	0.976424	
Q2FWA4	OTHER	0.005639	0.994361	
Q2FWA5	OTHER	0.000570	0.999430	
Q2FWA6	OTHER	0.001317	0.998683	
Q2FWA7	OTHER	0.046931	0.953069	
Q2FWA8	OTHER	0.002171	0.997829	
Q2FWA9	OTHER	0.001212	0.998788	
Q2FWB0	OTHER	0.000258	0.999742	
Q2FWB1	OTHER	0.004653	0.995347	
Q2FWB2	OTHER	0.003192	0.996808	
Q2FWB4	OTHER	0.360960	0.639040	
Q2FWB5	OTHER	0.001101	0.998899	
Q2FWB6	OTHER	0.000961	0.999039	
Q2FWB7	OTHER	0.000465	0.999535	
Q2FWC0	SP(Sec/SPI)	0.854195	0.145805	CS pos: 18-19. GQS-IC. Pr: 0.2060
Q2FWC2	OTHER	0.010893	0.989107	
Q2FWC4	OTHER	0.000144	0.999856	
Q2FWC6	OTHER	0.000383	0.999617	
Q2FWC8	OTHER	0.002868	0.997132	
Q2FWC9	OTHER	0.000688	0.999312	
Q2FWD2	OTHER	0.000542	0.999458	
Q2FWD5	OTHER	0.000527	0.999473	
Q2FWE4	OTHER	0.001238	0.998762	
Q2FWF2	OTHER	0.012226	0.987774	
Q2FWF3	OTHER	0.001851	0.998149	
Q2FWF6	OTHER	0.000295	0.999705	
Q2FWF9	OTHER	0.004121	0.995879	
Q2FWG5	OTHER	0.008755	0.991245	
Q2FWG6	OTHER	0.009811	0.990189	
Q2FWG7	OTHER	0.000711	0.999289	
Q2FWG9	OTHER	0.000500	0.999500	
Q2FWH0	OTHER	0.002322	0.997678	
Q2FWH1	OTHER	0.001608	0.998392	
Q2FWH8	OTHER	0.001581	0.998419	
Q2FWI2	OTHER	0.001123	0.998877	
Q2FWI3	OTHER	0.000259	0.999741	
Q2FWI4	OTHER	0.000448	0.999552	
Q2FWI9	OTHER	0.000092	0.999908	
Q2FWJ0	OTHER	0.001809	0.998191	
Q2FWJ1	OTHER	0.000467	0.999533	
Q2FWJ5	OTHER	0.000131	0.999869	
Q2FWJ7	OTHER	0.002069	0.997931	
Q2FWJ8	OTHER	0.000839	0.999161	
Q2FWK5	OTHER	0.000520	0.999480	
Q2FWK8	OTHER	0.003258	0.996742	
Q2FWL0	OTHER	0.001166	0.998834	
Q2FWL3	OTHER	0.269814	0.730186	
